fecha	tiempo	Lab-+X-W	Lab-+Y-W	Lab-+Z-W	Lab--X-W	Lab--Y-W	Lab--Z-W	Lab-Total-W	BOL-+X-W	BOL-+Y-W	BOL-+Z-W	BOL--X-W	BOL--Y-W	BOL--Z-W	BOL-Total-W
2027-10-16 06:16:09.072	9.072	0.775	0.000	0.000	0.000	0.000	0.931	3.412	0.717	0.000	0.000	0.000	0.000	0.861	3.157
2027-10-16 06:16:09.503	9.504	0.775	0.000	0.000	0.000	0.000	0.931	3.412	0.717	0.000	0.000	0.000	0.000	0.861	3.157
2027-10-16 06:16:09.935	9.936	0.774	0.000	0.000	0.000	0.000	0.931	3.412	0.717	0.000	0.000	0.000	0.000	0.862	3.157
2027-10-16 06:16:10.368	10.368	0.774	0.000	0.000	0.000	0.000	0.932	3.411	0.716	0.000	0.000	0.000	0.000	0.862	3.157
2027-10-16 06:16:10.799	10.800	0.773	0.000	0.000	0.000	0.000	0.932	3.411	0.716	0.000	0.000	0.000	0.000	0.862	3.156
2027-10-16 06:16:11.231	11.232	0.773	0.000	0.000	0.000	0.000	0.932	3.411	0.715	0.000	0.000	0.000	0.000	0.863	3.156
2027-10-16 06:16:11.664	11.664	0.773	0.000	0.000	0.000	0.000	0.933	3.411	0.715	0.000	0.000	0.000	0.000	0.863	3.156
2027-10-16 06:16:12.095	12.096	0.772	0.000	0.000	0.000	0.000	0.933	3.411	0.714	0.000	0.000	0.000	0.000	0.864	3.156
2027-10-16 06:16:12.527	12.528	0.772	0.000	0.000	0.000	0.000	0.934	3.411	0.714	0.000	0.000	0.000	0.000	0.864	3.156
2027-10-16 06:16:12.960	12.960	0.771	0.000	0.000	0.000	0.000	0.934	3.410	0.714	0.000	0.000	0.000	0.000	0.864	3.156
2027-10-16 06:16:13.391	13.392	0.771	0.000	0.000	0.000	0.000	0.934	3.410	0.713	0.000	0.000	0.000	0.000	0.865	3.156
2027-10-16 06:16:13.824	13.824	0.770	0.000	0.000	0.000	0.000	0.935	3.410	0.713	0.000	0.000	0.000	0.000	0.865	3.155
2027-10-16 06:16:14.256	14.256	0.770	0.000	0.000	0.000	0.000	0.935	3.410	0.712	0.000	0.000	0.000	0.000	0.865	3.155
2027-10-16 06:16:14.687	14.688	0.770	0.000	0.000	0.000	0.000	0.935	3.410	0.712	0.000	0.000	0.000	0.000	0.866	3.155
2027-10-16 06:16:15.120	15.120	0.769	0.000	0.000	0.000	0.000	0.936	3.410	0.712	0.000	0.000	0.000	0.000	0.866	3.155
2027-10-16 06:16:15.552	15.552	0.769	0.000	0.000	0.000	0.000	0.936	3.410	0.711	0.000	0.000	0.000	0.000	0.866	3.155
2027-10-16 06:16:15.983	15.984	0.768	0.000	0.000	0.000	0.000	0.936	3.409	0.711	0.000	0.000	0.000	0.000	0.867	3.155
2027-10-16 06:16:16.416	16.416	0.768	0.000	0.000	0.000	0.000	0.937	3.409	0.710	0.000	0.000	0.000	0.000	0.867	3.155
2027-10-16 06:16:16.848	16.848	0.767	0.000	0.000	0.000	0.000	0.937	3.409	0.710	0.000	0.000	0.000	0.000	0.867	3.154
2027-10-16 06:16:17.279	17.280	0.767	0.000	0.000	0.000	0.000	0.938	3.409	0.710	0.000	0.000	0.000	0.000	0.868	3.154
2027-10-16 06:16:17.712	17.712	0.766	0.000	0.000	0.000	0.000	0.938	3.409	0.709	0.000	0.000	0.000	0.000	0.868	3.154
2027-10-16 06:16:18.144	18.144	0.766	0.000	0.000	0.000	0.000	0.938	3.409	0.709	0.000	0.000	0.000	0.000	0.868	3.154
2027-10-16 06:16:18.575	18.576	0.766	0.000	0.000	0.000	0.000	0.939	3.408	0.708	0.000	0.000	0.000	0.000	0.869	3.154
2027-10-16 06:16:19.008	19.008	0.765	0.000	0.000	0.000	0.000	0.939	3.408	0.708	0.000	0.000	0.000	0.000	0.869	3.154
2027-10-16 06:16:19.440	19.440	0.765	0.000	0.000	0.000	0.000	0.939	3.408	0.708	0.000	0.000	0.000	0.000	0.869	3.154
2027-10-16 06:16:19.871	19.872	0.764	0.000	0.000	0.000	0.000	0.940	3.408	0.707	0.000	0.000	0.000	0.000	0.870	3.153
2027-10-16 06:16:20.304	20.304	0.764	0.000	0.000	0.000	0.000	0.940	3.408	0.707	0.000	0.000	0.000	0.000	0.870	3.153
2027-10-16 06:16:20.735	20.736	0.763	0.000	0.000	0.000	0.000	0.940	3.408	0.706	0.000	0.000	0.000	0.000	0.870	3.153
2027-10-16 06:16:21.167	21.168	0.763	0.000	0.000	0.000	0.000	0.941	3.407	0.706	0.000	0.000	0.000	0.000	0.871	3.153
2027-10-16 06:16:21.600	21.600	0.762	0.000	0.000	0.000	0.000	0.941	3.407	0.705	0.000	0.000	0.000	0.000	0.871	3.153
2027-10-16 06:16:22.031	22.032	0.762	0.000	0.000	0.000	0.000	0.942	3.407	0.705	0.000	0.000	0.000	0.000	0.871	3.153
2027-10-16 06:16:22.463	22.464	0.762	0.000	0.000	0.000	0.000	0.942	3.407	0.705	0.000	0.000	0.000	0.000	0.872	3.152
2027-10-16 06:16:22.896	22.896	0.761	0.000	0.000	0.000	0.000	0.942	3.407	0.704	0.000	0.000	0.000	0.000	0.872	3.152
2027-10-16 06:16:23.327	23.328	0.761	0.000	0.000	0.000	0.000	0.943	3.407	0.704	0.000	0.000	0.000	0.000	0.872	3.152
2027-10-16 06:16:23.759	23.760	0.760	0.000	0.000	0.000	0.000	0.943	3.406	0.703	0.000	0.000	0.000	0.000	0.873	3.152
2027-10-16 06:16:24.192	24.192	0.760	0.000	0.000	0.000	0.000	0.943	3.406	0.703	0.000	0.000	0.000	0.000	0.873	3.152
2027-10-16 06:16:24.623	24.624	0.759	0.000	0.000	0.000	0.000	0.944	3.406	0.703	0.000	0.000	0.000	0.000	0.873	3.152
2027-10-16 06:16:25.055	25.056	0.759	0.000	0.000	0.000	0.000	0.944	3.406	0.702	0.000	0.000	0.000	0.000	0.874	3.151
2027-10-16 06:16:25.488	25.488	0.758	0.000	0.000	0.000	0.000	0.944	3.406	0.702	0.000	0.000	0.000	0.000	0.874	3.151
2027-10-16 06:16:25.919	25.920	0.758	0.000	0.000	0.000	0.000	0.945	3.406	0.701	0.000	0.000	0.000	0.000	0.874	3.151
2027-10-16 06:16:26.351	26.352	0.758	0.000	0.000	0.000	0.000	0.945	3.405	0.701	0.000	0.000	0.000	0.000	0.875	3.151
2027-10-16 06:16:26.784	26.784	0.757	0.000	0.000	0.000	0.000	0.945	3.405	0.701	0.000	0.000	0.000	0.000	0.875	3.151
2027-10-16 06:16:27.215	27.216	0.757	0.000	0.000	0.000	0.000	0.946	3.405	0.700	0.000	0.000	0.000	0.000	0.875	3.151
2027-10-16 06:16:27.648	27.648	0.756	0.000	0.000	0.000	0.000	0.946	3.405	0.700	0.000	0.000	0.000	0.000	0.875	3.151
2027-10-16 06:16:28.080	28.080	0.756	0.000	0.000	0.000	0.000	0.947	3.405	0.699	0.000	0.000	0.000	0.000	0.876	3.150
2027-10-16 06:16:28.511	28.512	0.755	0.000	0.000	0.000	0.000	0.947	3.404	0.699	0.000	0.000	0.000	0.000	0.876	3.150
2027-10-16 06:16:28.944	28.944	0.755	0.000	0.000	0.000	0.000	0.947	3.404	0.698	0.000	0.000	0.000	0.000	0.876	3.150
2027-10-16 06:16:29.376	29.376	0.754	0.000	0.000	0.000	0.000	0.948	3.404	0.698	0.000	0.000	0.000	0.000	0.877	3.150
2027-10-16 06:16:29.807	29.808	0.754	0.000	0.000	0.000	0.000	0.948	3.404	0.698	0.000	0.000	0.000	0.000	0.877	3.150
2027-10-16 06:16:30.240	30.240	0.754	0.000	0.000	0.000	0.000	0.948	3.404	0.697	0.000	0.000	0.000	0.000	0.877	3.150
2027-10-16 06:16:30.672	30.672	0.753	0.000	0.000	0.000	0.000	0.949	3.404	0.697	0.000	0.000	0.000	0.000	0.878	3.149
2027-10-16 06:16:31.103	31.104	0.753	0.000	0.000	0.000	0.000	0.949	3.403	0.696	0.000	0.000	0.000	0.000	0.878	3.149
2027-10-16 06:16:31.536	31.536	0.752	0.000	0.000	0.000	0.000	0.949	3.403	0.696	0.000	0.000	0.000	0.000	0.878	3.149
